date,dish_name,quantity_sold,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine
2022-01-24,Beverages_Italian,102213,184.37727272727273,190.99744588744588,0,0,Beverages,Italian
2022-01-24,Beverages_Thai,148118,124.49601731601733,125.7912987012987,0,1,Beverages,Thai
2022-01-24,Biryani_Indian,6162,429.0805806451612,471.1693548387097,0,0,Biryani,Indian
2022-01-24,Desert_Indian,11425,468.88161764705876,469.99960784313726,0,1,Desert,Indian
2022-01-24,Extras_Thai,38935,169.34739583333334,199.6953125,0,1,Extras,Thai
2022-01-24,Other Snacks_Thai,41500,241.71793969849247,260.83678391959796,0,1,Other Snacks,Thai
2022-01-24,Pasta_Italian,9719,405.66072538860107,409.6918134715026,0,1,Pasta,Italian
2022-01-24,Pizza_Continental,38632,610.269652173913,611.0367826086956,0,1,Pizza,Continental
2022-01-24,Rice Bowl_Indian,109936,346.51502164502165,347.7179220779221,0,1,Rice Bowl,Indian
2022-01-24,Sandwich_Italian,80333,299.63334782608695,300.69399999999996,0,1,Sandwich,Italian
2022-01-24,Seafood_Continental,12527,645.2691764705881,645.2631176470588,0,1,Seafood,Continental
2022-01-24,Soup_Thai,5490,243.83552941176472,264.86282352941174,0,0,Soup,Thai
2022-01-24,Starters_Thai,43163,243.18257009345794,260.3098598130841,0,1,Starters,Thai
2022-01-31,Beverages_Continental,41286,348.1252272727273,349.7911818181818,0,1,Beverages,Continental
2022-01-31,Beverages_Indian,23172,181.18748691099475,285.6116753926702,0,1,Beverages,Indian
2022-01-31,Beverages_Italian,87412,183.70276315789476,186.29872807017543,0,0,Beverages,Italian
2022-01-31,Beverages_Thai,128993,129.26608888888887,128.3203111111111,0,1,Beverages,Thai
2022-01-31,Biryani_Indian,5572,470.69766233766234,471.51909090909095,0,0,Biryani,Indian
2022-01-31,Desert_Indian,12062,459.43352657004834,465.3132367149758,0,1,Desert,Indian
2022-01-31,Extras_Thai,30328,170.84,204.22168421052632,0,1,Extras,Thai
2022-01-31,Other Snacks_Thai,24157,268.5536923076923,267.3319487179487,0,1,Other Snacks,Thai
2022-01-31,Pasta_Italian,9867,392.0227894736842,405.0563684210526,1,1,Pasta,Italian
2022-01-31,Pizza_Continental,31206,614.3223873873874,614.9411711711712,0,1,Pizza,Continental
2022-01-31,Rice Bowl_Indian,642726,196.18442982456142,347.64206140350876,1,1,Rice Bowl,Indian
2022-01-31,Sandwich_Italian,71882,285.42312775330396,299.40894273127753,0,1,Sandwich,Italian
2022-01-31,Seafood_Continental,43585,489.6248148148148,644.9186243386243,1,1,Seafood,Continental
2022-01-31,Soup_Thai,3994,242.99278481012658,264.5806329113924,0,0,Soup,Thai
2022-01-31,Starters_Thai,42433,242.4385167464115,259.61320574162676,0,1,Starters,Thai
2022-02-07,Beverages_Continental,37545,348.52707207207203,349.7663513513514,0,1,Beverages,Continental
2022-02-07,Beverages_Indian,6823,299.0988571428572,303.4136,0,1,Beverages,Indian
2022-02-07,Beverages_Italian,82435,179.5302202643172,189.1714537444934,0,0,Beverages,Italian
2022-02-07,Beverages_Thai,123068,129.42053097345132,128.64163716814159,0,1,Beverages,Thai
2022-02-07,Biryani_Indian,5366,470.82384615384615,470.82384615384615,0,0,Biryani,Indian
2022-02-07,Desert_Indian,16375,432.40507042253523,456.17760563380284,1,1,Desert,Indian
2022-02-07,Extras_Thai,31062,173.27074468085107,205.45712765957447,0,1,Extras,Thai
2022-02-07,Other Snacks_Thai,26257,268.9139378238342,267.720621761658,0,1,Other Snacks,Thai
2022-02-07,Pasta_Italian,10179,396.6116230366492,407.7460209424084,0,1,Pasta,Italian
2022-02-07,Pizza_Continental,28994,614.9456387665199,615.4570925110132,0,1,Pizza,Continental
2022-02-07,Rice Bowl_Indian,427297,190.2567543859649,347.6639912280702,1,1,Rice Bowl,Indian
2022-02-07,Sandwich_Italian,63264,278.77716814159294,296.637389380531,0,0,Sandwich,Italian
2022-02-07,Seafood_Continental,40621,488.8702094240837,643.435497382199,0,1,Seafood,Continental
2022-02-07,Soup_Thai,4284,243.98103896103896,263.1224675324675,0,0,Soup,Thai
2022-02-07,Starters_Thai,43718,242.70403755868543,259.56849765258215,0,1,Starters,Thai
2022-02-14,Beverages_Continental,34393,348.8764516129032,350.0629493087558,0,1,Beverages,Continental
2022-02-14,Beverages_Indian,3800,316.9505072463768,316.6323913043478,0,1,Beverages,Indian
2022-02-14,Beverages_Italian,91591,180.3936563876652,188.48920704845816,0,1,Beverages,Italian
2022-02-14,Beverages_Thai,130539,128.96506607929516,128.66211453744492,0,1,Beverages,Thai
2022-02-14,Biryani_Indian,5666,472.17125,472.06499999999994,0,0,Biryani,Indian
2022-02-14,Desert_Indian,15613,431.2480193236715,453.7687439613527,1,1,Desert,Indian
2022-02-14,Extras_Thai,32464,171.52739583333334,200.76916666666668,0,1,Extras,Thai
2022-02-14,Other Snacks_Thai,26156,268.86433673469384,268.3149489795918,0,1,Other Snacks,Thai
2022-02-14,Pasta_Italian,10992,391.9614358974359,406.2027179487179,0,1,Pasta,Italian
2022-02-14,Pizza_Continental,30564,615.4859375,615.2983928571429,0,1,Pizza,Continental
2022-02-14,Rice Bowl_Indian,422294,261.59280701754386,346.3603947368421,1,1,Rice Bowl,Indian
2022-02-14,Sandwich_Italian,68758,281.8532300884956,293.41973451327436,0,0,Sandwich,Italian
2022-02-14,Seafood_Continental,12094,661.4598224852072,661.5118934911243,0,1,Seafood,Continental
2022-02-14,Soup_Thai,4482,243.5,249.46054054054056,0,0,Soup,Thai
2022-02-14,Starters_Thai,45397,242.68142180094787,259.8342654028436,0,1,Starters,Thai
2022-02-21,Beverages_Continental,21228,348.0014084507042,349.5623004694836,0,1,Beverages,Continental
2022-02-21,Beverages_Indian,5876,291.1453086419753,293.2633950617284,0,1,Beverages,Indian
2022-02-21,Beverages_Italian,74974,181.10726872246696,188.46947136563875,0,0,Beverages,Italian
2022-02-21,Beverages_Thai,166123,118.27506607929514,128.66277533039647,1,1,Beverages,Thai
2022-02-21,Biryani_Indian,6013,472.5550641025641,472.6704487179487,0,0,Biryani,Indian
2022-02-21,Desert_Indian,9146,431.5119680851064,448.59452127659574,0,1,Desert,Indian
2022-02-21,Extras_Thai,30860,172.9073404255319,202.65712765957448,0,1,Extras,Thai
2022-02-21,Other Snacks_Thai,25685,269.74071428571426,269.52744897959184,0,1,Other Snacks,Thai
2022-02-21,Pasta_Italian,15930,370.67660287081344,421.8741148325359,1,1,Pasta,Italian
2022-02-21,Pizza_Continental,15987,609.4171428571428,609.5593087557603,0,1,Pizza,Continental
2022-02-21,Rice Bowl_Indian,174331,269.0763157894737,345.9825438596491,0,1,Rice Bowl,Indian
2022-02-21,Sandwich_Italian,67738,286.40650442477875,293.4738938053097,0,0,Sandwich,Italian
2022-02-21,Seafood_Continental,6682,661.9709333333333,663.0824,0,1,Seafood,Continental
2022-02-21,Soup_Thai,4358,243.653125,247.671,0,0,Soup,Thai
2022-02-21,Starters_Thai,45587,242.65140845070422,259.4849295774648,0,1,Starters,Thai
2022-02-28,Beverages_Continental,33199,345.77675799086757,349.8471689497717,0,1,Beverages,Continental
2022-02-28,Beverages_Indian,6747,298.94580110497236,308.62331491712706,0,1,Beverages,Indian
2022-02-28,Beverages_Italian,101343,181.10530701754388,187.88026315789472,0,0,Beverages,Italian
2022-02-28,Beverages_Thai,133827,127.03513157894737,127.93890350877193,0,1,Beverages,Thai
2022-02-28,Biryani_Indian,4344,469.67224489795916,470.58040816326525,0,0,Biryani,Indian
2022-02-28,Desert_Indian,10690,430.7795024875621,446.7217910447761,0,1,Desert,Indian
2022-02-28,Extras_Thai,31348,171.4713829787234,202.17372340425533,0,1,Extras,Thai
2022-02-28,Other Snacks_Thai,26809,269.075,268.7679292929293,0,1,Other Snacks,Thai
2022-02-28,Pasta_Italian,8673,368.94518134715025,419.54150259067353,0,1,Pasta,Italian
2022-02-28,Pizza_Continental,34067,582.6501321585903,583.5543171806166,0,1,Pizza,Continental
2022-02-28,Rice Bowl_Indian,120108,315.38635964912277,342.4373684210526,0,1,Rice Bowl,Indian
2022-02-28,Sandwich_Italian,73918,287.53030837004405,293.0613215859031,0,0,Sandwich,Italian
2022-02-28,Seafood_Continental,85412,437.97791878172586,663.2011675126904,1,1,Seafood,Continental
2022-02-28,Soup_Thai,3274,271.7245945945946,271.5894594594594,0,0,Soup,Thai
2022-02-28,Starters_Thai,49484,242.84311320754716,251.72400943396227,0,1,Starters,Thai
2022-03-07,Beverages_Continental,32658,347.6589592760181,349.95090497737556,0,1,Beverages,Continental
2022-03-07,Beverages_Indian,6835,295.3656989247312,305.28258064516126,0,1,Beverages,Indian
2022-03-07,Beverages_Italian,95186,181.39635964912281,187.8304385964912,0,0,Beverages,Italian
2022-03-07,Beverages_Thai,125356,127.51061674008811,127.91149779735683,0,1,Beverages,Thai
2022-03-07,Biryani_Indian,4385,470.6364102564103,470.65564102564105,0,0,Biryani,Indian
2022-03-07,Desert_Indian,10138,465.22004999999996,465.59455,0,1,Desert,Indian
2022-03-07,Extras_Thai,30936,170.5377659574468,202.19531914893616,0,1,Extras,Thai
2022-03-07,Other Snacks_Thai,41672,241.4941951219512,268.4272195121951,0,1,Other Snacks,Thai
2022-03-07,Pasta_Italian,7565,371.49707865168534,423.963595505618,0,1,Pasta,Italian
2022-03-07,Pizza_Continental,36397,583.6273684210527,584.1389912280702,0,1,Pizza,Continental
2022-03-07,Rice Bowl_Indian,109433,324.77434210526314,341.19157894736844,0,1,Rice Bowl,Indian
2022-03-07,Salad_Italian,40,165.93,165.43,0,0,Salad,Italian
2022-03-07,Sandwich_Italian,187790,252.8107488986784,293.2139647577092,1,1,Sandwich,Italian
2022-03-07,Seafood_Continental,86996,438.6017857142857,662.7627040816327,1,1,Seafood,Continental
2022-03-07,Soup_Thai,3240,271.80333333333334,271.57666666666665,0,0,Soup,Thai
2022-03-07,Starters_Thai,33198,260.40447115384615,260.52947115384615,0,1,Starters,Thai
2022-03-14,Beverages_Continental,31726,348.8931696428572,350.3067857142857,0,1,Beverages,Continental
2022-03-14,Beverages_Indian,6846,300.9336413043478,313.3658695652174,0,1,Beverages,Indian
2022-03-14,Beverages_Italian,98182,178.91855263157896,185.18434210526314,0,0,Beverages,Italian
2022-03-14,Beverages_Thai,136764,128.6661233480176,128.47180616740087,0,1,Beverages,Thai
2022-03-14,Biryani_Indian,4018,471.7055102040816,472.1306802721088,0,0,Biryani,Indian
2022-03-14,Desert_Indian,9497,464.52387755102035,467.8774489795918,0,1,Desert,Indian
2022-03-14,Extras_Thai,27003,177.20021978021978,204.27,0,1,Extras,Thai
2022-03-14,Other Snacks_Thai,37685,241.41656716417913,268.42169154228856,1,1,Other Snacks,Thai
2022-03-14,Pasta_Italian,14755,369.5396728971962,422.03976635514016,0,1,Pasta,Italian
2022-03-14,Pizza_Continental,35790,583.3318502202643,583.7954625550661,0,1,Pizza,Continental
2022-03-14,Rice Bowl_Indian,110949,329.7959649122807,332.33184210526315,0,1,Rice Bowl,Indian
2022-03-14,Sandwich_Italian,168044,254.91819383259912,293.3946255506608,1,1,Sandwich,Italian
2022-03-14,Seafood_Continental,57004,438.38564766839374,662.8632124352332,1,1,Seafood,Continental
2022-03-14,Soup_Thai,2697,271.45608695652174,271.68797101449275,0,0,Soup,Thai
2022-03-14,Starters_Thai,31265,260.0623671497584,260.1976328502415,0,1,Starters,Thai
2022-03-21,Beverages_Continental,34353,348.50183035714286,349.84477678571426,0,1,Beverages,Continental
2022-03-21,Beverages_Indian,7357,298.5152406417112,308.03058823529415,0,1,Beverages,Indian
2022-03-21,Beverages_Italian,99863,181.35471365638764,190.1585462555066,0,0,Beverages,Italian
2022-03-21,Beverages_Thai,139836,128.7941592920354,128.43252212389382,0,1,Beverages,Thai
2022-03-21,Biryani_Indian,3759,471.18416666666667,471.41333333333336,0,0,Biryani,Indian
2022-03-21,Desert_Indian,9953,466.33234146341465,469.4854634146342,0,1,Desert,Indian
2022-03-21,Extras_Thai,27291,171.44489130434783,205.65054347826086,0,1,Extras,Thai
2022-03-21,Other Snacks_Thai,32798,241.22639999999998,268.19015,0,1,Other Snacks,Thai
2022-03-21,Pasta_Italian,17489,379.3904761904762,418.57966666666664,1,1,Pasta,Italian
2022-03-21,Pizza_Continental,52691,536.9331140350877,583.7438596491228,1,1,Pizza,Continental
2022-03-21,Rice Bowl_Indian,111765,330.7550442477876,333.8608849557522,0,1,Rice Bowl,Indian
2022-03-21,Sandwich_Italian,108706,255.65960352422906,293.1799559471366,0,1,Sandwich,Italian
2022-03-21,Seafood_Continental,8870,625.7152531645569,642.7616455696202,0,1,Seafood,Continental
2022-03-21,Soup_Thai,2746,271.59923076923076,271.59923076923076,0,0,Soup,Thai
2022-03-21,Starters_Thai,32782,260.26396226415096,260.35830188679245,0,0,Starters,Thai
2022-03-28,Beverages_Continental,39574,349.18757847533635,350.0264125560538,0,1,Beverages,Continental
2022-03-28,Beverages_Indian,6317,305.1882738095238,306.65720238095236,0,1,Beverages,Indian
2022-03-28,Beverages_Italian,87088,183.57736842105263,191.87570175438594,0,1,Beverages,Italian
2022-03-28,Beverages_Thai,139367,129.05302631578948,128.46087719298245,0,1,Beverages,Thai
2022-03-28,Biryani_Indian,3871,472.78599999999994,472.81266666666664,0,0,Biryani,Indian
2022-03-28,Desert_Indian,9412,467.1863917525773,469.3660824742268,0,1,Desert,Indian
2022-03-28,Extras_Thai,27665,169.8741935483871,205.9069892473118,0,1,Extras,Thai
2022-03-28,Other Snacks_Thai,26909,265.1680808080808,268.71035353535353,0,1,Other Snacks,Thai
2022-03-28,Pasta_Italian,14808,382.98761682242986,419.9264018691589,0,1,Pasta,Italian
2022-03-28,Pizza_Continental,60394,536.7949561403509,583.7394736842106,1,1,Pizza,Continental
2022-03-28,Rice Bowl_Indian,117370,332.70995614035087,336.3668421052632,0,1,Rice Bowl,Indian
2022-03-28,Sandwich_Italian,77290,291.2619383259912,293.8222466960352,0,1,Sandwich,Italian
2022-03-28,Seafood_Continental,9042,640.3790476190477,641.9466071428571,0,1,Seafood,Continental
2022-03-28,Soup_Thai,4543,243.6348717948718,269.9232051282051,0,0,Soup,Thai
2022-03-28,Starters_Thai,32452,260.423896713615,260.35347417840376,0,0,Starters,Thai
2022-04-04,Beverages_Continental,57739,320.62392857142856,350.6113392857143,1,1,Beverages,Continental
2022-04-04,Beverages_Indian,7977,273.13464285714286,304.14178571428573,0,1,Beverages,Indian
2022-04-04,Beverages_Italian,80838,183.6743859649123,191.77131578947368,0,1,Beverages,Italian
2022-04-04,Beverages_Thai,106701,129.05578947368423,129.0876754385965,0,1,Beverages,Thai
2022-04-04,Biryani_Indian,3810,468.32565217391306,468.2821739130435,0,0,Biryani,Indian
2022-04-04,Desert_Indian,10881,425.4016161616161,470.69722222222225,0,1,Desert,Indian
2022-04-04,Extras_Thai,27607,174.66358695652175,205.47989130434783,0,1,Extras,Thai
2022-04-04,Other Snacks_Thai,71361,243.8949751243781,267.64776119402984,0,1,Other Snacks,Thai
2022-04-04,Pasta_Italian,15414,381.2772727272727,411.67,0,1,Pasta,Italian
2022-04-04,Pizza_Continental,30577,627.0495575221239,622.4819911504425,0,1,Pizza,Continental
2022-04-04,Rice Bowl_Indian,108773,331.0814473684211,336.69644736842105,0,1,Rice Bowl,Indian
2022-04-04,Salad_Italian,1337,264.04090909090905,264.4045454545454,0,0,Salad,Italian
2022-04-04,Sandwich_Italian,68165,291.3198660714286,294.07330357142854,0,1,Sandwich,Italian
2022-04-04,Seafood_Continental,9872,640.5230722891566,640.188734939759,0,1,Seafood,Continental
2022-04-04,Soup_Thai,4871,244.12392405063292,269.9512658227848,0,0,Soup,Thai
2022-04-04,Starters_Thai,31058,260.5938095238095,260.61285714285714,0,1,Starters,Thai
2022-04-11,Beverages_Continental,56085,320.56013333333334,350.45826666666665,0,1,Beverages,Continental
2022-04-11,Beverages_Indian,37517,172.7365240641711,295.95732620320854,1,1,Beverages,Indian
2022-04-11,Beverages_Italian,87190,183.9642543859649,192.0373684210526,0,1,Beverages,Italian
2022-04-11,Beverages_Thai,116428,125.13154185022027,129.16044052863438,0,1,Beverages,Thai
2022-04-11,Biryani_Indian,4977,448.92801470588233,448.9721323529412,0,0,Biryani,Indian
2022-04-11,Desert_Indian,15797,426.3283412322275,470.98786729857824,1,1,Desert,Indian
2022-04-11,Extras_Thai,28925,172.7922340425532,207.18851063829788,0,1,Extras,Thai
2022-04-11,Other Snacks_Thai,41515,253.24826530612242,268.28280612244896,0,1,Other Snacks,Thai
2022-04-11,Pasta_Italian,12573,381.90210526315786,412.23143540669855,0,1,Pasta,Italian
2022-04-11,Pizza_Continental,29651,627.6900442477877,625.5540707964602,0,1,Pizza,Continental
2022-04-11,Rice Bowl_Indian,107537,332.3484649122807,336.96486842105264,0,1,Rice Bowl,Indian
2022-04-11,Salad_Italian,3241,311.4,311.4625,0,0,Salad,Italian
2022-04-11,Sandwich_Italian,64380,295.28266666666667,296.3261777777778,0,1,Sandwich,Italian
2022-04-11,Seafood_Continental,10665,641.1806818181818,641.1125000000001,0,1,Seafood,Continental
2022-04-11,Soup_Thai,4485,243.83426666666665,268.60200000000003,0,0,Soup,Thai
2022-04-11,Starters_Thai,30753,260.09674641148325,260.3567942583732,0,1,Starters,Thai
2022-04-18,Beverages_Continental,53735,320.9729955947136,350.08982378854625,0,1,Beverages,Continental
2022-04-18,Beverages_Indian,29712,175.64484374999998,297.08760416666667,0,1,Beverages,Indian
2022-04-18,Beverages_Italian,82647,184.41293859649124,191.91105263157894,0,1,Beverages,Italian
2022-04-18,Beverages_Thai,114354,124.77800884955752,129.040796460177,0,1,Beverages,Thai
2022-04-18,Biryani_Indian,4382,444.8167123287671,449.84404109589036,0,0,Biryani,Indian
2022-04-18,Desert_Indian,11232,423.90661538461535,469.3567179487179,0,1,Desert,Indian
2022-04-18,Extras_Thai,29517,170.31308510638297,208.3513829787234,0,1,Extras,Thai
2022-04-18,Other Snacks_Thai,36463,253.1910050251256,268.5569849246231,0,1,Other Snacks,Thai
2022-04-18,Pasta_Italian,8187,423.18776041666666,427.3733854166667,0,1,Pasta,Italian
2022-04-18,Pizza_Continental,27528,627.7737500000001,626.7953571428571,0,1,Pizza,Continental
2022-04-18,Rice Bowl_Indian,102324,347.05122807017545,347.8064912280702,0,1,Rice Bowl,Indian
2022-04-18,Salad_Italian,4907,323.51599999999996,323.866,0,0,Salad,Italian
2022-04-18,Sandwich_Italian,61945,298.3778318584071,299.246592920354,0,1,Sandwich,Italian
2022-04-18,Seafood_Continental,8824,640.9993167701863,641.1049068322982,0,1,Seafood,Continental
2022-04-18,Soup_Thai,4866,243.7140243902439,268.13146341463414,0,0,Soup,Thai
2022-04-18,Starters_Thai,30892,260.5890476190476,260.6747619047619,0,1,Starters,Thai
2022-04-25,Beverages_Continental,73303,320.19008810572683,350.01704845814976,1,1,Beverages,Continental
2022-04-25,Beverages_Indian,24785,166.43662983425415,292.9227624309392,0,1,Beverages,Indian
2022-04-25,Beverages_Italian,112656,170.15464912280703,189.99258771929823,1,1,Beverages,Italian
2022-04-25,Beverages_Thai,121075,125.01176211453745,129.04559471365639,0,1,Beverages,Thai
2022-04-25,Biryani_Indian,4482,428.56827586206896,453.0271034482758,0,1,Biryani,Indian
2022-04-25,Desert_Indian,13704,398.1404390243902,472.9534634146341,0,1,Desert,Indian
2022-04-25,Extras_Thai,32727,167.31494623655914,204.08817204301076,0,1,Extras,Thai
2022-04-25,Other Snacks_Thai,29043,265.54675126903555,267.0234517766497,0,1,Other Snacks,Thai
2022-04-25,Pasta_Italian,9018,424.5254395604395,430.469010989011,0,1,Pasta,Italian
2022-04-25,Pizza_Continental,30425,628.2447345132744,627.5206194690265,0,1,Pizza,Continental
2022-04-25,Rice Bowl_Indian,226733,307.25394736842105,347.4877192982456,1,1,Rice Bowl,Indian
2022-04-25,Salad_Italian,17396,335.3156451612903,335.3156451612903,0,0,Salad,Italian
2022-04-25,Sandwich_Italian,77240,294.8330837004405,298.12700440528636,0,1,Sandwich,Italian
2022-04-25,Seafood_Continental,10766,640.2800581395348,640.2636627906977,0,1,Seafood,Continental
2022-04-25,Soup_Thai,5413,243.68619047619046,267.3302380952381,0,0,Soup,Thai
2022-04-25,Starters_Thai,31519,260.32607843137254,260.2133333333333,0,1,Starters,Thai
2022-05-02,Beverages_Continental,68294,320.35193832599117,350.0699118942731,1,1,Beverages,Continental
2022-05-02,Beverages_Indian,22311,183.77901554404144,302.8056994818653,0,1,Beverages,Indian
2022-05-02,Beverages_Italian,108645,168.55127192982457,187.43741228070178,1,1,Beverages,Italian
2022-05-02,Beverages_Thai,117469,125.09951541850221,129.20264317180616,0,1,Beverages,Thai
2022-05-02,Biryani_Indian,4361,437.6106711409396,460.2750335570469,0,1,Biryani,Indian
2022-05-02,Desert_Indian,11930,398.1879716981132,470.59924528301883,0,1,Desert,Indian
2022-05-02,Extras_Thai,32236,173.11440860215052,201.1951612903226,0,1,Extras,Thai
2022-05-02,Other Snacks_Thai,28095,268.30025380710657,269.6076649746193,0,1,Other Snacks,Thai
2022-05-02,Pasta_Italian,12637,378.47769607843134,416.87799019607843,1,1,Pasta,Italian
2022-05-02,Pizza_Continental,30490,628.2502643171806,628.1805726872246,0,1,Pizza,Continental
2022-05-02,Rice Bowl_Indian,112206,316.0372807017544,343.97328947368425,0,1,Rice Bowl,Indian
2022-05-02,Salad_Italian,25188,329.9179347826087,330.3601086956522,0,0,Salad,Italian
2022-05-02,Sandwich_Italian,314753,229.4353744493392,298.1876211453744,1,1,Sandwich,Italian
2022-05-02,Seafood_Continental,8546,641.1713253012049,641.3075301204819,0,1,Seafood,Continental
2022-05-02,Soup_Thai,5295,243.59385542168675,267.22156626506023,0,0,Soup,Thai
2022-05-02,Starters_Thai,30104,260.45631578947365,260.50894736842105,0,1,Starters,Thai
2022-05-09,Beverages_Continental,40626,347.4753303964757,348.943436123348,0,1,Beverages,Continental
2022-05-09,Beverages_Indian,7318,295.02389830508474,305.7978531073446,0,1,Beverages,Indian
2022-05-09,Beverages_Italian,106051,179.05456140350879,191.70657894736843,0,1,Beverages,Italian
2022-05-09,Beverages_Thai,124293,120.70969026548673,129.17185840707964,0,1,Beverages,Thai
2022-05-09,Biryani_Indian,4242,457.0732624113475,470.7470212765958,0,1,Biryani,Indian
2022-05-09,Desert_Indian,12612,397.5890995260664,471.11526066350706,0,1,Desert,Indian
2022-05-09,Extras_Thai,31972,172.29565217391306,199.65891304347824,0,1,Extras,Thai
2022-05-09,Other Snacks_Thai,29295,267.2165968586387,268.53366492146597,0,1,Other Snacks,Thai
2022-05-09,Pasta_Italian,12723,378.11827411167513,415.99675126903554,0,1,Pasta,Italian
2022-05-09,Pizza_Continental,30426,626.8878070175439,627.2568859649123,0,1,Pizza,Continental
2022-05-09,Rice Bowl_Indian,170225,304.9896929824561,340.46026315789476,1,1,Rice Bowl,Indian
2022-05-09,Salad_Italian,33481,325.47641509433964,332.5900943396226,0,0,Salad,Italian
2022-05-09,Sandwich_Italian,138895,270.29115044247783,295.73530973451324,0,1,Sandwich,Italian
